Review	Original	Predicted	NIST	BLEU	METEOR
livro com um papel de boa qualidade não tem desenhos no verso e entrega muito rápida 	livro bacana 	 muito bom	0.0	0	0.0
muito bom a entrega foi dentro do prazo e sem avarias 	gostei muito 	 muito bom	0.5	0.1495348781221221	0.25
produto com os cintos de proteção frágeis de baixa qualidade a cinta onde fixa na cadeira abre com facilidade 	razoável 	 não gostei	0.0	0	0.0
perfeito recomendo querem mais o que 	muito bom 	 excelente	0.0	0	0.0
celular intermediário mas com ótimo preço e desempenho até o momento está ótimo sem falar da entrega que foi antes do prazo estabelecido parabéns americanas 	adorei 	 ótimo produto	0.0	0	0.0
produto de qualidade tenho tamanhos recomendo 	muito bom 	 excelente	0.0	0	0.0
o produto atende as necessidades dói um pouco mas acho que com o tempo dá para acostumar 	muito bom gostei muito 	 bom	0.0006054454407892032	0.008853531856477262	0.13513513513513511
pior site pra fazer compras comprei um produto e nunca recebi e nao me dão nem satisfação estou preparando um b o pra entrar no procon 	pessimo o atendimento 	 não recebi o produto	0.3962406251802891	0.08034284189446518	0.16129032258064518
bom produto simples mais funcional fácil de instalar recomendo 	gostei 	 bom	0.0	0	0.0
o viva voz do telefone começou a ativar sozinho essa semana e não desativa mais não posso nem tirar o telefone do gancho que ele começa a fazer um zunido muito forte a nota fiscal foi emitida em mas somente comecei a fazer uso depois das férias em janeiro de 	viva voz sozinho 	 não é o tamanho do que promete	0.0	0	0.0
material de qualidade e entrega antes do prazo previsto adorei 	escrivaninha penteadeira 	 excelente	0.0	0	0.0
produto muito bom excelente qualidade prático e possibilita cozinhar praticamento todo tipo de alimentos a entrega ficou bem abaixo do prazo estabelecido mas isto já estou acostumado com a rapidez da americanas 	ótimo produto 	 ótimo produto	1.0	0.316227766016838	0.9375
bom acabamento geral produto conforme descrição do site 	suporte 	 bom produto	0.0	0	0.0
até hoje não recebi o produto como posso avaliar estou decepcionado 	não recebi o produto 	 não recebi o produto	2.0	1.0	0.9921875
ocorreu tudo bem e a entrega foi rápida e eficiente 	gostei muito do produto 	 ótimo produto	0.1319049988210938	0.05501080739920602	0.13157894736842105
fácil de usar e pratico para preparo da papinha poupando tempo os recipientes podem ser separados em papinha de frutas e verduras 	gostei muito do produto 	 livro muito bom	0.4702928248875754	0.0814136751754278	0.12820512820512822
muito bom atende ao que promete contudo até o presente momento não recebi o e mail referente a garantia estendida que contratei do produto 	ventilador de coluna mondial 	 gostei do produto	0.0	0	0.0
comprar nas lojas americanas é comprar e ficar seguro do preço qualidade e o prazo de entrega é uma boa loja pode confiar nunca tive problema 	preço e qualidade conforme o esperado 	 muito bom	0.0	0	0.0
estou lendo ainda mas é transformador recomendo creio que quando acabar de ler serei alguém melhor 	excelente 	 gostei do produto	0.0	0	0.0
além do produto ser se excelência qualidade a entrega foi mais rápida que o previsto 	entrega rápida 	 excelente	0.0	0	0.0
adorei foi pontualidade da entrega foi excelente 	gostei muito do produto 	 excelente	0.0	0	0.0
não gostei do produto achei que fosse mais forte e resistente mas não é cabo ja entortou e está inutilizavel gastei dinheiro atoa fiquei triste usei somente vezes 	cabo estou sem o produto 	 não gostei	0.0	0	0.0
quero relatar aqui que o aparelho é excelente mas infelizmente não sei que houve o aparelho chegou aberto e com o phone de ouvido quebrado 	o aparelho é excelente 	 muito bom	0.0	0	0.0
por conta das mudanças da legislação um kit desses é obrigatório não dá para investir em qualquer modelo analisei perguntei a diversos e a elgin é realmente o melhor custo e retorna o que promete recomendo 	eficiente e necessária 	 bom	0.0	0	0.0
demorou muito a entregar do produto a americanas passou do prazo de entrega não compro e nem indico mais nada nesse site mais o produto e muito bom 	demorou muito a entregar 	 não recebi o produto	0.0	0	0.0
americanas com nao faz filtro dos seus parceiros de entrega não estao entregando os produtos nao comprem 	fraude nas entregas 	 produto errado	0.0	0	0.0
atendeu perfeitamente minhas expectativas xxxxxxxxxxxx 	produto de qualidade 	 gostei muito do produto	0.3962406251802891	0.08034284189446518	0.16129032258064518
replica da jbl nao e bom ate americanas vendendo 	replica da jbl 	 produto com defeito	0.0	0	0.0
pedi o cancelamento do produto e nao foi feito estou aguardando ate hoje 	troca 	 não recebi o produto	0.0	0	0.0
o produto tem tudo para ser bom mas o meu chegou com algumas avarias portas descascadas nas pontas fundo quebrado maçaneta amassada balcão com pontas quebradas fora a demora para entregar dias de atraso para receber um produto tudo cheio de defeito 	muita coisa quebrada 	 bom	0.0	0	0.0
ótimo custo benefício fácil de montar recomendo 	boa qualidade 	 muito bom	0.0	0	0.0
gostei mas é bem barulhento faz bastante barulho mas meu filho amou espremer as laranjas dele pro suco 	espremedor 	 bom	0.0	0	0.0
não gostei recebi a encomenda com atraso e quebrada filtro veio com a base destruída 	filtro quebrado 	 não recebi o produto	0.0	0	0.0
porem esquenta um pouco mas o produto é de boa qualidade 	otimo 	 bom	0.0	0	0.0
nas especificações não fala o tamanho do produto não achei 	qual é o tamanho 	 não gostei	0.0	0	0.0
comprei na makis magazine que é parceira da americanas o produto não veio lacrado e o vidro tem alguns arranhões não recomendo pois o cheiro e bem fraquinho e praticamente não fixa na pele sinceramente confiei mais no site da americanas acreditava que ela selecionava melhor suas parceiras primeira e ultima compra 	não recomendo 	 gostei	0.0	0	0.0
produto super ruim fraco nao tem qualidade nem assistência principalmente se for comprado atraves de empresas terceirizadas 	produto ruim 	 produto com defeito	0.3333333333333333	0.11362193664674995	0.2380952380952381
o livro é maravilhoso recomendo ♡ chegou rapidamente muito mais do que o esperado 	a vida na visão do 	 excelente	0.0	0	0.0
já tem um mês que comprei o produto e até hoje não recebi e não me dão nenhuma posição sobre isso 	atraso na entrega 	 não recebi o produto	0.0	0	0.0
pipoca sem gordura e natural é excelente para quem quer ter uma vida saudável ♥ 	amei 	 maravilhosa	0.0	0	0.0
chegou em um dia estou muito feliz americanas sem duvida o melhor jogo ate hoje ja feito 		 muito bom			
o condicionador é extremamente cheiroso os cabelos ficam com perfume por muito tempo como tenho luzes nos cabelos achei bem fraco para hidratação o produto não veio com essa válvula para saída do creme você precisa transferir para um recipiente 	regular 	 muito bom	0.0	0	0.0
só funcionou semanas produto péssimo sem garantia fiquei no prejuízo 	péssimo produto 	 não gostei	0.0	0	0.0
mais de um mês que a compra foi feita e vocês só enrolam pra entregar essa porcaria de bicicleta além do péssimo atendimento da central que não faz nada pra ajudar e resolver o problema 	produto não entregue serviço porcaria 	 produto errado	0.033688423633228826	0.03336574130316504	0.10638297872340426
apesar que quando a gente quer comprar a reposição das lâminas é extremamente difícil de encontrar 	ótimo 	 bom	0.0	0	0.0
em relação a tv é boa pelo fato de ter um ótimo custo sobre os aplicativos são legais só peca no requisito de ser um pouco lento mais nada que atrapalhe o funcionamento ela consegue ler menos hd externo fora isso é uma boa opção em relação às outras marcas 	ótima tv de boa imagem 	 gostei do produto	0.0	0	0.0
câmera fotográfica muito boa não trava eu gostei 	muito bom 	 muito bom	1.0	0.316227766016838	0.9375
é um bom produto mas não tem bússola interna que compromete o funcionamento de alguns aplicativos que necessitam deste dispositivo 	smartphone moto g s 	 bom	0.0	0	0.0
o óculos é bonito mas na foto do site ele parece mais degradê do que realmente é 	bonito 	 não é o que esperava	0.0	0	0.0
o zoom é ótimo porém para algumas fotos tiradas com algum movimento deixam a desejar na questão estabilização da imagem tentei algumas outras configurações e não atenderam para imagens ela se comporta perfeitamente tirando lindos quadros os vídeos também não deixam a desejar 	muito boa porém peca na da imagem 	 bom	0.0	0	0.0
muito satisfeito com a compra atende muito bem a necessidade recomendo o produto 	otimo 	 ótimo produto	0.0	0	0.0
muito bom só é escorregadio a sola é muito lisa mas a bota é bonita é prática e fácil de limpar só não pode se usar em dias de chuva porque ela escorrega fácil 	muito bom 	 ótimo custo benefício	0.0	0	0.0
secador maravilhoso não deixa frizz e seca super rápido 	amei 	 amei	0.0	0.1778279410038923	0.5
produto de primeira qualidade indico sem medo de errar 	muito bom 	 muito bom	1.0	0.316227766016838	0.9375
não tem a mesma eficiência que o original não recomendo 	não recomendo 	 não gostei	0.5	0.1495348781221221	0.25
produto falsificado precisa falar mais alguma coisa 	produto falsificado 	 não é o produto de uso	0.16666666666666666	0.040824829046386304	0.20833333333333334
chegou super rápido tava muito barato produto de excelente qualidade 	gostei bastante 	 excelente	0.0	0	0.0
o celular é maravilhoso entrega rápida o aparelho realmente cumpre com com tudo q promete a bateria é monstra excelente dias longe de tomadas ñ troco ele por outro nunca mais 	galaxy a pro 	 excelente	0.0	0	0.0
muito bom gostei da cor tamanho da tela camera muito boa 	gostei do produto 	 ótimo produto	0.39624062518028896	0.09069748827745895	0.17241379310344826
lindo superou minhas expectativas super recomendo 	excelente produto 	 amei	0.0	0	0.0
um dos melhores produtos e a entrega foi excelente 	nota 	 excelente	0.0	0	0.0
não recebi o produto mês de prazo para entrega ressalto que optei em pagar uma taxa para receber o produto com antecedência e mesmo assim tive problema cancelei a compra agora estou aguardando o estorno do valor comprei a mesma impressora em outra loja e chegou em dias úteis 	não recebi o produto 	 não recebi o produto	2.0	1.0	0.9921875
o produto em si e excelente porém o meu sujo aparentava já ter sido aberto ou até mesmo usado até agora funciona super bem 	regular 	 propaganda enganosa	0.0	0	0.0
produto muito versatil potente e pratico a entrega confiavel e chegou antes do prazo recomendo 	mixer philips 	 gostei muito do produto	0.0	0	0.0
possui índice com isso fácil para encontrar os artigos 	fácil para encontrar os 	 gostei do produto	0.0	0	0.0
eu gostei muito do som o volume era oq eu queria mesmo em relação a entrega veio antes do esperado 	otimo som 	 muito bom	0.0	0	0.0
o produto foi enviado próximo do vencimento acredito que devia ter no mínimo seis meses até a data do vencimento achei uma falta de consideração com o consumidor 	produto próximo do vencimento 	 produto com defeito	0.4702928248875754	0.0814136751754278	0.12820512820512822
tudo certo prazo de entrega embalagem de acordo com o que foi acordado 	ótimo produto 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
a cadeira não tem nem cinto de segurança a criança fica solta e quando presa pelo cinto de segurança do carro é notável que está desconfortável 	muito ruim 	 não gostei	0.0	0	0.0
recomendo este produto muito lindo e a entrega muito rápido chegou em dias após o pagamento estão de parabéns 	produto lindo 	 amei o produto	0.3333333333333333	0.11362193664674995	0.2380952380952381
só quero mesmo dar os meus parabéns a equipe de entrega desde a verificação de pagamento todo o trajeto até o recebimento do produto aqui em casa muito bom mesmo parabéns 	excelente custo benefício 	 produto bom	0.0	0	0.0
compro sempre nesta loja é integra e rápida em todo o processo do pedido a entrega recomendo 	produto de qualidade 	 muito bom	0.0	0	0.0
o produto chega direitinho do jeito q vc pediu rápido muito bom gostei e recomendo 	ótimo produto 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
excelente produto entrega antes do prazo previsto 	otimo 	 excelente	0.0	0	0.0
o produto é bom mas trava as vezes estava sem computador então para trabalhos acadêmicos serve gosto da marca asus tenho um menor que travou por estar com memória cheia 	bom produto 	 bom	0.1319049988210938	0.06541924356118012	0.2631578947368421
solicitei pilhas a v unidades e enviaram uma bateria super pesada produto errado solicitei a troca e até agora nada aguardo um retorno 	produto errado 	 produto errado	1.0	0.316227766016838	0.9375
